Threads: 8, Hash Bits: 8, Throughput: 49.784 MTuple/s
Threads: 8, Hash Bits: 10, Throughput: 56.8719 MTuple/s
Threads: 8, Hash Bits: 10, Throughput: 56.4889 MTuple/s
Threads: 8, Hash Bits: 10, Throughput: 56.2994 MTuple/s
Threads: 8, Hash Bits: 12, Throughput: 50.5338 MTuple/s
Threads: 8, Hash Bits: 12, Throughput: 50.5338 MTuple/s
Threads: 8, Hash Bits: 12, Throughput: 50.9946 MTuple/s
Threads: 8, Hash Bits: 14, Throughput: 44.3842 MTuple/s
Threads: 8, Hash Bits: 14, Throughput: 44.5019 MTuple/s
Threads: 8, Hash Bits: 14, Throughput: 44.2671 MTuple/s
Threads: 8, Hash Bits: 16, Throughput: 37.9575 MTuple/s
Threads: 8, Hash Bits: 16, Throughput: 37.7865 MTuple/s
Threads: 8, Hash Bits: 16, Throughput: 38.2169 MTuple/s
Threads: 8, Hash Bits: 18, Throughput: 26.8435 MTuple/s
Threads: 8, Hash Bits: 18, Throughput: 26.1735 MTuple/s
Threads: 8, Hash Bits: 18, Throughput: 26.8435 MTuple/s
Threads: 16, Hash Bits: 4, Throughput: 30.504 MTuple/s
Threads: 16, Hash Bits: 4, Throughput: 28.1497 MTuple/s
Threads: 16, Hash Bits: 4, Throughput: 27.6852 MTuple/s
Threads: 16, Hash Bits: 6, Throughput: 52.1032 MTuple/s
Threads: 16, Hash Bits: 6, Throughput: 50.382 MTuple/s
Threads: 16, Hash Bits: 6, Throughput: 49.3448 MTuple/s
Threads: 16, Hash Bits: 8, Throughput: 82.2413 MTuple/s
Threads: 16, Hash Bits: 8, Throughput: 82.2413 MTuple/s
Threads: 16, Hash Bits: 8, Throughput: 81.8401 MTuple/s
Threads: 16, Hash Bits: 10, Throughput: 96.4208 MTuple/s
Threads: 16, Hash Bits: 10, Throughput: 96.4208 MTuple/s
Threads: 16, Hash Bits: 10, Throughput: 101.068 MTuple/s
Threads: 16, Hash Bits: 12, Throughput: 99.2735 MTuple/s
Threads: 16, Hash Bits: 12, Throughput: 89.7177 MTuple/s
Threads: 16, Hash Bits: 12, Throughput: 93.7275 MTuple/s
Threads: 16, Hash Bits: 14, Throughput: 83.0555 MTuple/s
Threads: 16, Hash Bits: 14, Throughput: 83.8861 MTuple/s
Threads: 16, Hash Bits: 14, Throughput: 89.7177 MTuple/s
Threads: 16, Hash Bits: 16, Throughput: 78.3982 MTuple/s
Threads: 16, Hash Bits: 16, Throughput: 86.4805 MTuple/s
Threads: 16, Hash Bits: 16, Throughput: 73.5843 MTuple/s
Threads: 16, Hash Bits: 18, Throughput: 80.2738 MTuple/s
Threads: 16, Hash Bits: 18, Throughput: 64.7769 MTuple/s
Threads: 16, Hash Bits: 18, Throughput: 63.5501 MTuple/s
Threads: 32, Hash Bits: 4, Throughput: 29.6942 MTuple/s
Threads: 32, Hash Bits: 4, Throughput: 29.2796 MTuple/s
Threads: 32, Hash Bits: 4, Throughput: 29.4854 MTuple/s
Threads: 32, Hash Bits: 6, Throughput: 51.6222 MTuple/s
Threads: 32, Hash Bits: 6, Throughput: 51.4639 MTuple/s
Threads: 32, Hash Bits: 6, Throughput: 51.6222 MTuple/s
Threads: 32, Hash Bits: 8, Throughput: 93.7275 MTuple/s
Threads: 32, Hash Bits: 8, Throughput: 94.7865 MTuple/s
Threads: 32, Hash Bits: 8, Throughput: 93.7275 MTuple/s
Threads: 32, Hash Bits: 10, Throughput: 125.203 MTuple/s
Threads: 32, Hash Bits: 10, Throughput: 123.362 MTuple/s
Threads: 32, Hash Bits: 10, Throughput: 124.276 MTuple/s
Threads: 32, Hash Bits: 12, Throughput: 129.056 MTuple/s
Threads: 32, Hash Bits: 12, Throughput: 130.056 MTuple/s
Threads: 32, Hash Bits: 12, Throughput: 129.056 MTuple/s
Threads: 32, Hash Bits: 14, Throughput: 121.574 MTuple/s
Threads: 32, Hash Bits: 14, Throughput: 123.362 MTuple/s
Threads: 32, Hash Bits: 14, Throughput: 120.699 MTuple/s
Threads: 32, Hash Bits: 16, Throughput: 115.705 MTuple/s
Threads: 32, Hash Bits: 16, Throughput: 114.131 MTuple/s
Threads: 32, Hash Bits: 16, Throughput: 116.508 MTuple/s
Threads: 32, Hash Bits: 18, Throughput: 96.9781 MTuple/s
Threads: 32, Hash Bits: 18, Throughput: 94.7865 MTuple/s
Threads: 32, Hash Bits: 18, Throughput: 87.3813 MTuple/s
